MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
SUBARU,SAMBAR,N/A,06581,06581,WHITE&BLUE,,660,160446,201900.0,MOMBASA,0,"POWER STEERING, KEY START, ABS, FABRIC SEATS, 5 SPEED MANUAL TRANSMISSION, PICK UP BODY, MANUAL SEATS CONTROL",2019,SUBARU SAMBAR
SUZUKI,SWIFT,N/A,34608,34608,SILVER,,1200,71876,201907.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, USB PORT, CUP HOLDER, RADIO, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, AC CHARGER ADAPTER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ELECTRIC REAR SPOILER, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, HALOGEN HEADLIGHTS, ECO MODE, DUAL ZONE CLIMATE CONTROL, EXHAUST BRAKE, ACTIVE BRAKING SYSTEM",2019,SUZUKI SWIFT
MERCEDEZ BENZ,GLC200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",43497,43497,WHITE,,2200,79314,201812.0,NAIROBI,0,,2018,MERCEDEZ BENZ GLC200
MERCEDEZ BENZ,C200,N/A,11461,11461,GREEN,,1500,100612,201906.0,,0,,2019,MERCEDEZ BENZ C200
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",48868,48868,WHITE,,1500,108388,202009.0,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 DOOR, 5 SEATER, FABRIC SEATS, 2ND ROW BENCH SEAT, MANUAL SEATS CONTROL, 1 POWER WINDOW",2020,TOYOTA PROBOX
TOYOTA,HARRIER,N/A,19695,19695,BLACK,,2000,63937,202010.0,MOMBASA,0,,2020,TOYOTA HARRIER
TOYOTA,HARRIER,N/A,41304,41304,PEARL,,2000,106350,201803.0,MOMBASA,0,,2018,TOYOTA HARRIER
LANDROVER,RANGE ROVER,"{'grade_uuid': 'a07ed516-4eed-41be-9b7d-9128f1697984', 'grade': 'VOGUE'}",46614,46614,BLACK,,3000,43650,202003.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, AMBIENT LIGHTING, POWER PANORAMIC SUNROOF, HEATED STEERING WHEEL, SUSPENSION CONTROL, HEIGHT CONTROL, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, FRONT & REAR CLIMATE CONTROL, AC CHARGER ADAPTER, SIDE STEPS, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, SOFT DOOR CLOSE, POWER TAILGATE, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 4 DOORS, HEATED SEATS, LUMBAR SUPPORT, HEADLIGHT WASHERS, 4WD, DOWNHILL ASSIST CONTROL, PARKING SENSORS, MERIDIAN SURROUND SPEAKERS WITH SUBWOOFER, MILES PER GALLON INDICATOR, VOICE COMMAND MODE, LOW FRICTION LAUNCH MODE, MERIDIAN SURROUND SOUND SPEAKERS, WIRELESS APPLE CARPLAY & ANDROID AUTO COMPATIBILITY, AUTOMATIC CLIMATE CONTROL",2020,LANDROVER RANGE ROVER
MERCEDEZ BENZ,CLA180,N/A,30861,30861,BLACK,,1600,29900,201803.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, TRACTION CONTROL, 5 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, REVERSE CAMERA, 4 DOORS, HEATED SEATS",2018,MERCEDEZ BENZ CLA180
TOYOTA,PRADO,"{'grade_uuid': 'a07ed516-5645-4b5c-8a87-712bf2a5e4a5', 'grade': 'TX'}",36290,36290,BLACK,,2800,94959,201902.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED /COOLED SEATS, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, 4WD",2019,TOYOTA PRADO
TOYOTA,LANDCRUSIER,N/A,64233,64233,PEARL,,4600,40224,201802.0,MOMBASA,0,,2018,TOYOTA LANDCRUSIER
VOLVO,XC90,N/A,27478,27478,GREY,,2000,113000,201808.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, POWER TAILGATE, LEATHER SEATS, 7 SEATER, HEATED SEATS",2018,VOLVO XC90
TOYOTA,PRADO,N/A,06102,06102,PEARL,,2800,50507,201803.0,MOMBASA,0,,2018,TOYOTA PRADO
DAIHATSU,BOON,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",15497,15497,GREEN,,1000,113416,201810.0,MOMBASA,0,,2018,DAIHATSU BOON
TOYOTA,PRADO,N/A,85752,85752,BLACK,,2700,127391,201803.0,NAIROBI,0,,2018,TOYOTA PRADO
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",39105,39105,PEARL,,2000,107686,201803.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, POWER PANORAMIC SUNROOF, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS, POWER MODE",2018,TOYOTA HARRIER
TOYOTA,RAIZE,N/A,05116,05116,BLACK,,1000,95765,201911.0,MOMBASA,0,,2019,TOYOTA RAIZE
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",21610,21610,BLACK,,1600,105010,201802.0,NAIROBI,0,"POWER DOOR LOCKS, POWER STEERING, KEY START, ABS, CUP HOLDER, RADIO, FABRIC SEATS, VAN, 2 POWER WINDOWS",2018,NISSAN NV200
NISSAN,NOTE,"{'grade_uuid': 'a07ed516-50d3-40a4-94cf-43c2b2eccc35', 'grade': 'NISMO'}",72402,72402,PEARL,,1600,96663,201812.0,NAIROBI,0,,2018,NISSAN NOTE
TOYOTA,AXIO,N/A,63319,63319,SILVER,,1500,89350,201809.0,MOMBASA,0,,2018,TOYOTA AXIO
TOYOTA,SUCCEED,N/A,96016,96016,BROWN,,1500,107127,201803.0,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 DOOR, 5 SEATER, AC CHARGER ADAPTER, FABRIC SEATS, REVERSE CAMERA, 4 POWER WINDOWS",2018,TOYOTA SUCCEED
MISTUBISHI,OUTLANDER,N/A,02794,02794,BROWN,,2400,26588,201811.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, MULTILINGUAL CENTER CONSOLE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, 5 DOOR, 5 SEATER, PUSH  TO START, AC CHARGER ADAPTER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, REVERSE CAMERA, HYBRID, MULTI CLIMATE CONTROL, HEATED SEATS, HALF LEATHER SEATS, REAR SEAT ARMREST, EYESIGHT SENSORS, PARKING SENSORS, ACTIVE BRAKING SYSTEM",2018,MISTUBISHI OUTLANDER
TOYOTA,HARRIER,N/A,45622,45622,BLACK,,2000,47303,201804.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
TOYOTA,PRADO,N/A,36065,36065,PEARL,,2800,100915,201901.0,,0,,2019,TOYOTA PRADO
TOYOTA,HARRIER,N/A,59746,59746,BLACK,,2500,107866,201808.0,MOMBASA,0,,2018,TOYOTA HARRIER
MERCEDEZ BENZ,GLS400D,N/A,55771,55771,BROWN,,2920,53031,202010.0,NAIROBI,0,,2020,MERCEDEZ BENZ GLS400D
MERCEDEZ BENZ,GLS400D,N/A,34772,34772,BLACK,,2920,25637,202003.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, ROOF RAILS, AMG RIMS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, USB PORT, CUP HOLDER, AMBIENT LIGHTING, POWER PANORAMIC SUNROOF, HEATED /COOLED SEATS, HEIGHT CONTROL, SEAT MASSAGE, LED HEADLIGHTS, TRACTION CONTROL, WIRELESS CHARGER, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, SOFT DOOR CLOSE, LEATHER SEATS, 7 SEATER",2020,MERCEDEZ BENZ GLS400D
TOYOTA,VELLFIRE,N/A,71310,71310,BLACK,,2500,113835,201804.0,MOMBASA,0,,2018,TOYOTA VELLFIRE
MERCEDEZ BENZ,GLC220,N/A,03619,03619,BLACK,,2000,95159,202002.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, AMG RIMS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, USB PORT, CUP HOLDER, AMBIENT LIGHTING, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DOUBLE SUNROOF, HEATED SEATS, HALF LEATHER SEATS",2020,MERCEDEZ BENZ GLC220
NISSAN,SERENA,N/A,42420,42420,WINE,,2000,131417,201811.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, TRACTION CONTROL, 5 DOOR, PUSH  TO START, 8 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, ECO MODE, HYBRID, POWER SLIDING PASSENGER DOOR",2018,NISSAN SERENA
VOLVO,XC40,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",61630,61630,BLACK,,2000,57762,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, MULTILINGUAL CENTER CONSOLE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, POWER PANORAMIC SUNROOF, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, HEATED SEATS, HALF LEATHER SEATS",2018,VOLVO XC40
TOYOTA,AXIO,N/A,59581,59581,PEARL,,1500,58203,201809.0,NAIROBI,0,,2018,TOYOTA AXIO
MAZDA,CX3,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02338,02338,BLACK,,2000,109963,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS",2018,MAZDA CX3
TOYOTA,RAIZE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",07191,07191,PEARL,,1000,48520,201912.0,NAIROBI,0,,2019,TOYOTA RAIZE
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",77963,77963,WHITE,,1500,92625,201811.0,MOMBASA,0,,2018,TOYOTA FIELDER
NISSAN,NV200,N/A,29529,29529,WHITE,,1600,187800,201810.0,NAIROBI,0,,2018,NISSAN NV200
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",23526,23526,WHITE,,1600,186317,201804.0,NAIROBI,0,"POWER WINDOW, POWER STEERING, KEY START, ABS, CUP HOLDER, RADIO, TRACTION CONTROL, 5 DOOR, FABRIC SEATS, VAN",2018,NISSAN NV200
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",23086,23086,WHITE,,1500,163578,202009.0,NAIROBI,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",95633,95633,WHITE,,1500,148563,201803.0,NAIROBI,0,,2018,TOYOTA PROBOX
TOYOTA,PROBOX,N/A,24197,24197,SILVER,,1500,166306,202009.0,NAIROBI,0,,2020,TOYOTA PROBOX
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",10733,10733,WINE,,1000,116630,201812.0,MOMBASA,0,,2018,TOYOTA PASSO
TOYOTA,ROOMY,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",11746,11746,BLUE,,1000,121232,201807.0,MOMBASA,0,,2018,TOYOTA ROOMY
TOYOTA,TOWNACE,N/A,24539,24539,WHITE,,1500,76812,201805.0,MOMBASA,0,,2018,TOYOTA TOWNACE
LANDROVER,RANGE ROVER,"{'grade_uuid': 'a07ed516-4a88-4b9a-a73e-ce3daad041ad', 'grade': 'SPORTS'}",17180,17180,WHITE,,3000,120126,201902.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, AMBIENT LIGHTING, POWER PANORAMIC SUNROOF, HEATED STEERING WHEEL, SUSPENSION CONTROL, HEIGHT CONTROL, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, FRONT & REAR CLIMATE CONTROL, AC CHARGER ADAPTER, SIDE STEPS, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, SOFT DOOR CLOSE, POWER TAILGATE, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 4 DOORS, HEATED SEATS, LUMBAR SUPPORT, HEADLIGHT WASHERS, 4WD, DOWNHILL ASSIST CONTROL, PARKING SENSORS, MERIDIAN SURROUND SPEAKERS WITH SUBWOOFER, MILES PER GALLON INDICATOR, VOICE COMMAND MODE, MERIDIAN SURROUND SOUND SPEAKERS, WIRELESS APPLE CARPLAY & ANDROID AUTO COMPATIBILITY, AUTOMATIC CLIMATE CONTROL",2019,LANDROVER RANGE ROVER
MAZDA,CX3,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02230,02230,BLACK,,2000,31212,201809.0,MOMBASA,0,,2018,MAZDA CX3
TOYOTA,HILUX,N/A,03083,03083,BLACK,,2400,78300,201804.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, SIDE STEPS, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, MUD GUARD, 4WD, DOWNHILL ASSIST CONTROL",2018,TOYOTA HILUX
TOYOTA,RAIZE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02025,02025,PEARL,,1000,81300,201911.0,KISUMU,0,,2019,TOYOTA RAIZE
TOYOTA,PROBOX,N/A,08162,08162,WHITE,,1500,155740,201906.0,NAIROBI,0,,2019,TOYOTA PROBOX
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",14787,14787,PEARL,,1500,121304,201803.0,KISUMU,0,,2018,TOYOTA VITZ
AUDI,RS7,N/A,07165,07165,PEARL,,4000,41013,202104.0,NAIROBI,0,,2021,AUDI RS7
TOYOTA,HILUX,N/A,01934,01934,BLACK,,2400,53133,201802.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, SIDE STEPS, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, ECO MODE, 4 DOORS, MUD GUARD, 4WD",2018,TOYOTA HILUX
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",53063,53063,BLACK,,2000,61652,201806.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, POWER PANORAMIC SUNROOF, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
TOYOTA,PROBOX,N/A,24005,24005,SILVER,,1500,110218,202009.0,MOMBASA,0,,2020,TOYOTA PROBOX
TOYOTA,AXIO,N/A,87052,87052,SILVER,,1500,128299,201806.0,KISUMU,0,,2018,TOYOTA AXIO
TOYOTA,PROBOX,N/A,20098,20098,WHITE,,1500,149260,202007.0,KISUMU,0,,2020,TOYOTA PROBOX
TOYOTA,LANDCRUSIER,N/A,73580,73580,BLACK,,4600,78671,201809.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, ROOF RAILS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED STEERING WHEEL, HEATED /COOLED SEATS, HEIGHT CONTROL, LED HEADLIGHTS, TRACTION CONTROL, PUSH  TO START, FRONT & REAR CLIMATE CONTROL, SIDE STEPS, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, 4 DOORS, 4WD",2018,TOYOTA LANDCRUSIER
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",94359,94359,BLUE,,1500,118043,201801.0,KISUMU,0,,2018,TOYOTA PROBOX
MERCEDEZ BENZ,E200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",68561,68561,GREY,,2000,27298,201808.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, 4 DOORS, HEATED SEATS",2018,MERCEDEZ BENZ E200
TOYOTA,SUCCEED,N/A,05205,05205,WHITE,,1500,118406,201911.0,MOMBASA,0,"POWER DOOR LOCKS, POWER STEERING, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, CUP HOLDER, RADIO, 5 DOOR, 5 SEATER, AC CHARGER ADAPTER, FABRIC SEATS, 2ND ROW BENCH SEAT, 2 POWER WINDOWS",2019,TOYOTA SUCCEED
TOYOTA,HILUX,N/A,12750,12750,BLACK,,2400,122518,201909.0,NAIROBI,0,,2019,TOYOTA HILUX
HONDA,SHUTTLE,N/A,05483,05483,SILVER,,1500,135700,201802.0,MOMBASA,0,,2018,HONDA SHUTTLE
