MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
AUDI,S5,N/A,09241,09241,BLACK,,3000,91151,201903.0,NAIROBI,0,"POWER BOOT, KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, AMBIENT LIGHTING, DIGITAL DISPLAY, LED HEADLIGHTS, TRACTION CONTROL, PUSH  TO START, CRUISE CONTROL, LEATHER SEATS, HEATED SEATS",2019,AUDI S5
TOYOTA,HARRIER,N/A,60512,60512,BLACK,,2000,60283,201810.0,KISUMU,0,,2018,TOYOTA HARRIER
MERCEDEZ BENZ,G63,N/A,05091,05091,BLUE,,4000,22774,201812.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, AMG RIMS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, EXHAUST VALVE CONTROLLER, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, AMBIENT LIGHTING, SUSPENSION CONTROL, MULTICOLOR AMBIENT LIGHTING, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, SIDE STEPS, DUAL EXHAUST, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, TWIN TURBO, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, HEATED SEATS, BURMESTER HIGH-END 3D SORROUND SYSTEM",2018,MERCEDEZ BENZ G63
LEXUS,LX600,N/A,10815,10815,PEARL,,3500,19312,202208.0,NAIROBI,0,,2022,LEXUS LX600
TOYOTA,ALLION,N/A,03018,03018,SILVER,,1500,137454,201802.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, FOG LIGHTS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, XENON HEADLIGHTS, ECO MODE, REVERSE CAMERA, 4 DOORS, DIGITAL INFOTAINMENT SYSTEM, REAR SEAT ARMREST, 1 ZONE CLIMATE CONTROL, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS",2018,TOYOTA ALLION
HONDA,CRV,N/A,04779,04779,BLACK,,2000,78900,201908.0,NAIROBI,0,,2019,HONDA CRV
SUZUKI,ALTO,N/A,09030,09030,SILVER,,660,101581,201903.0,JAPAN,0,,2019,SUZUKI ALTO
SUZUKI,SWIFT,N/A,39740,39740,SILVER,,1200,92525,201911.0,KISUMU,0,,2019,SUZUKI SWIFT
VOLKSWAGEN,BEETLE,N/A,06666,06666,BLACK,,1200,83365,201803.0,NAIROBI,0,,2018,VOLKSWAGEN BEETLE
NISSAN,X-TRAIL,N/A,47606,47606,GREEN,,2000,8481,201802.0,NAIROBI,0,,2018,NISSAN X-TRAIL
TOYOTA,PRADO,N/A,26069,26069,PEARL,,2800,95238,201802.0,NAIROBI,0,,2018,TOYOTA PRADO
LANDROVER,VOQUE,N/A,46673,46673,WHITE,,3000,107921,202003.0,KISUMU,0,,2020,LANDROVER VOQUE
SUZUKI,SWIFT,N/A,39676,39676,SILVER,,1200,90657,201911.0,KISUMU,0,,2019,SUZUKI SWIFT
TOYOTA,HILUX,N/A,02520,02520,BLACK,,2400,76510,201803.0,KISUMU,0,,2018,TOYOTA HILUX
LEXUS,LX600,N/A,18894,18894,BLACK,,3500,55758,202302.0,NAIROBI,0,,2023,LEXUS LX600
AUDI,Q8,N/A,06933,06933,BLUE,,3000,102270,201912.0,NAIROBI,0,,2019,AUDI Q8
MERCEDEZ BENZ,G350D,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",28459,28459,BLACK,,3000,24747,201909.0,NAIROBI,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, AMG RIMS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, AMBIENT LIGHTING, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, BURMESTER HIGH-END 3D SORROUND SYSTEM, TRACTION CONTROL, 5 SEATER, 5 DOOR, PUSH  TO START, SIDE STEPS, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, ABS CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, LED HEADLIGHTS, DUAL ZONE CLIMATE CONTROL, HEATED SEATS, REVERSE WARNING BUZZER",2019,MERCEDEZ BENZ G350D
MERCEDEZ BENZ,G350D,N/A,25949,25949,BLACK,,3000,17880,201909.0,NAIROBI,0,,2019,MERCEDEZ BENZ G350D
TOYOTA,LANDCRUSIER,N/A,67447,67447,BLACK,,4600,97931,201804.0,NAIROBI,0,,2018,TOYOTA LANDCRUSIER
HONDA,VEZEL,N/A,02000,02000,BLUE,,1500,102477,201802.0,NAIROBI,0,,2018,HONDA VEZEL
VOLKSWAGEN,TIGUAN,N/A,80324,80324,SILVER,,2000,79500,201809.0,NAIROBI,0,,2018,VOLKSWAGEN TIGUAN
TOYOTA,HILUX,N/A,39269,39269,GREY,,2755,14971,201901.0,NAIROBI,0,,2019,TOYOTA HILUX
ISUZU,ELF,N/A,85092,85092,WINE,,2990,460040,201812.0,MOMBASA,0,,2018,ISUZU ELF
TOYOTA,PRADO,N/A,01110,01110,PEARL,,2700,146260,201905.0,NAIROBI,0,,2019,TOYOTA PRADO
KAWASAKI,Z900,N/A,29107,29107,RED,,940,5708,201812.0,NAIROBI,0,,2018,KAWASAKI Z900
TOYOTA,PRADO,N/A,85914,85914,BLACK,,2693,1,201803.0,KISUMU,0,,2018,TOYOTA PRADO
AUDI,Q8,N/A,43831,43831,PEARL,,3000,49294,201909.0,NAIROBI,0,,2019,AUDI Q8
MAZDA,CX-8,N/A,14469,14469,GREY,,2200,135116,201804.0,NAIROBI,0,,2018,MAZDA CX-8
TOYOTA,COROLLA SPORTS,N/A,05204,05204,BLACK,,1800,115127,201808.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, AC CHARGER ADAPTER, MULTI FUNCTIONAL STEERING, REVERSE CAMERA, ECO MODE, XENON HEADLIGHTS, FABRIC SEATS, HYBRID, 4 DOORS, REVERSE WARNING BUZZER, DIGITAL INFOTAINMENT SYSTEM",2018,TOYOTA COROLLA SPORTS
DAIHATSU,THOR,N/A,24851,24851,BLUE,,1000,135447,201803.0,KISUMU,0,,2018,DAIHATSU THOR
TOYOTA,HILUX,N/A,54777,54777,WHITE,,2393,48755,201704.0,MOMBASA,0,"CUP HOLDER, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, MANUAL SEATS CONTROL, MUD GUARD, RADIO, SIDE STEPS, POWER STEERING, ABS, KEY START, 12V ADAPTOR, LEATHER SEATS, 5 SPEED MANUAL TRANSMISSION",2017,TOYOTA HILUX
TOYOTA,FIELDER,N/A,13978,13978,BLACK,,1500,115818,201905.0,NAIROBI,0,,2019,TOYOTA FIELDER
TOYOTA,FIELDER,N/A,00558,00558,WHITE,,1500,149799,201812.0,KISUMU,0,,2018,TOYOTA FIELDER
TOYOTA,FIELDER,N/A,98510,98510,SILVER,,1500,165582,201811.0,NAIROBI,0,,2018,TOYOTA FIELDER
BMW,X7,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",43697,43697,BLACK,,3000,49820,202012.0,NAIROBI,0,,2020,BMW X7
YAMAHA,MT-07,N/A,00871,00871,GREY,,689,1921,201805.0,MOMBASA,0,,2018,YAMAHA MT-07
LANDROVER,VOQUE,N/A,63386,63386,BLACK,,2000,117231,202006.0,MOMBASA,0,,2020,LANDROVER VOQUE
BMW,MINI,"{'grade_uuid': 'a07ed516-507a-43f7-adcb-f2e4fdddc00e', 'grade': 'CLUBMAN'}",76450,76450,BLACK,,1500,108672,201802.0,NAIROBI,0,,2018,BMW MINI
MITSUBISHI FUSO,CANTER,N/A,60541,60541,WHITE,,3000,241093,201711.0,MOMBASA,0,,2017,MITSUBISHI FUSO CANTER
TOYOTA,HIACE,N/A,19237,19237,WHITE&GOLD,,2700,203789,201807.0,MOMBASA,0,"POWER DOOR LOCKS, POWER WINDOW, POWER STEERING, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, FABRIC SEATS, VAN, PASSENGER SLIDING DOOR, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS, ACTIVE BRAKING SYSTEM, REAR PASSENGER ENTERTAINMENT SCREEN, REAR POWER SLIDING DOOR (PASSANGER SIDE), 2 POWER WINDOWS",2018,TOYOTA HIACE
DAIHATSU,MIRA,N/A,30491,30491,WHITE,,660,96616,201709.0,KISUMU,0,,2017,DAIHATSU MIRA
PORSCHE,CAYENNE,N/A,05092,05092,WHITE,,3600,90801,201809.0,MOMBASA,0,"12V ADAPTOR, 20 INCH ALLOY RIMS, 360 DEGREES CAMERA, 4 POWER WINDOWS, 5 DOOR, 5 SEATER, ABS, ABS CONTROL, AC CHARGER ADAPTER, ACTIVE BRAKING SYSTEM, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DASHBOARD CAMERA, DAYTIME RUNNING LED, DIGITAL CLOCK, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, DUAL A/C, DUAL REAR EXHAUST, ELECTRIC HANDBRAKE, ELECTRIC REAR SPOILER, EYESIGHT SENSORS, FOG LIGHTS, HALF LEATHER SEATS, HDMI PORT, HEATED SEATS, HI-LO GEAR SELECTION, INTELLIGENT ENGINE START AND STOP SYSTEM, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MEMORY SEATS, MERIDIAN SURROUND SOUND SPEAKERS, MOON ROOF, MULTI CLIMATE CONTROL, MULTI FUNCTIONAL STEERING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, OPTIONAL GEAR SHIFT PADDLES SETTINGS, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, PORSCHE FLOOR ILLUMINATION, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PUSH  TO START, RADIO, REAR SEAT ARMREST WITH STORAGE, REAR SPOILER, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, SIREN, STEERING ASSIST, USB PORT, VEHICLE TRIP / JOURNEY HISTORY DISPLAY, XENON HEADLIGHTS",2018,PORSCHE CAYENNE
MISTUBISHI,OUTLANDER,N/A,00566,00566,WHITE,,2400,99529,201912.0,NAIROBI,0,,2019,MISTUBISHI OUTLANDER
AUDI,TT,N/A,08563,08563,WHITE,,1800,90573,201805.0,NAIROBI,0,,2018,AUDI TT
TOYOTA,TANK,N/A,21076,21076,BLACK,,1000,61688,201807.0,NAIROBI,0,,2018,TOYOTA TANK
SUBARU,SAMBAR,N/A,05504,05504,WHITE&BLUE,,660,132751,201800.0,KISUMU,0,,2018,SUBARU SAMBAR
TOYOTA,HILUX,N/A,59396,59396,GREY,,2393,67856,,KISUMU,0,,2017,TOYOTA HILUX
TOYOTA,TANK,N/A,78863,78863,PEARL,,1000,98133,201804.0,KISUMU,0,,2018,TOYOTA TANK
TOYOTA,VITZ,N/A,29845,29845,PEARL,,1500,132661,201712.0,KISUMU,0,,2017,TOYOTA VITZ
MASSEY FERGUSION,MF-35,N/A,09/21,20921,RED,,35,14,202101.0,NAIROBI,0,,2021,MASSEY FERGUSION MF-35
MASSEY FERGUSION,MF-35,N/A,22/21,12221,RED,,35,15,202101.0,NAIROBI,0,,2021,MASSEY FERGUSION MF-35
TOYOTA,PREMIO,N/A,96016,96016,WHITE,,1500,136300,201708.0,NAIROBI,0,,2017,TOYOTA PREMIO
TOYOTA,PRADO,N/A,92358,92358,PEARL,,2700,67798,201810.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER WINDOW, POWER SIDE MIRRORS, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, FOG LIGHTS, ABS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, ROOF RAILS, POWER SEATS, POWER SUNROOF, HEATED /COOLED SEATS, LEATHER SEATS",2018,TOYOTA PRADO
SUZUKI,SPACIA,N/A,18042,18042,BLACK,,660,103399,201709.0,NAIROBI,0,,2017,SUZUKI SPACIA
TOYOTA,HILUX,N/A,52791,52791,WHITE,,2400,53751,,MOMBASA,0,,2017,TOYOTA HILUX
MAZDA,CX3,N/A,03583,03583,PEARL,,1500,136450,201710.0,NAIROBI,0,,2017,MAZDA CX3
BMW,X5,N/A,86875,86875,PURPLE,,3000,92836,202002.0,NAIROBI,0,,2020,BMW X5
ISUZU,ELF,N/A,40825,40825,WHITE,,2990,266218,201807.0,MOMBASA,0,,2018,ISUZU ELF
SUZUKI,SPACIA,N/A,98704,98704,BLUE,,660,97139,201704.0,KISUMU,0,,2017,SUZUKI SPACIA
TOYOTA,HARRIER,N/A,23616,23616,BLACK,,2000,64027,201702.0,NAIROBI,0,,2017,TOYOTA HARRIER
ISUZU,ELF,N/A,79158,79158,WHITE,,3000,459062,201806.0,MOMBASA,0,,2018,ISUZU ELF
TOYOTA,NOAH,N/A,0439-,,BROWN,,1980,14725,201808.0,JAPAN,0,,2018,TOYOTA NOAH
TOYOTA,ROOMY,N/A,33428,33428,GREEN,,1000,135255,201712.0,KISUMU,0,,2017,TOYOTA ROOMY
MASSEY FERGUSION,MF-375,N/A,07/24,10724,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,07/24,30724,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,15/24,61524,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-385,N/A,01/24,60124,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-385
MASSEY FERGUSION,MF-375,N/A,19/24,81924,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,10/24,21024,RED,,75,0,,NAIROBI,0,"POWER STEERING, KEY START",2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,09/24,10924,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MISTUBISHI,OUTLANDER,N/A,05053,05053,SILVER,,1990,97584,201712.0,KISUMU,0,,2017,MISTUBISHI OUTLANDER
MILLAT,TRACTOR TROLLY,N/A,76-24,24,RED,,0,0,202401.0,NAIROBI,0,,2024,MILLAT TRACTOR TROLLY
MILLAT,TRACTOR TROLLY,N/A,68-24,24,RED,,0,0,202401.0,NAIROBI,0,,2024,MILLAT TRACTOR TROLLY
MITSUBISHI FUSO,CANTER,N/A,55456,55456,WHITE,,3000,434447,201709.0,MOMBASA,0,"POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, KEY START, RADIO, LEATHER SEATS, PICK UP BODY, DOUBLE REAR TYRE",2017,MITSUBISHI FUSO CANTER
TOYOTA,PRADO,N/A,80376,80376,BLACK,,2700,129250,201712.0,KISUMU,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER WINDOW, POWER SIDE MIRRORS, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, FOG LIGHTS, ABS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, POWER SUNROOF, POWER SEATS, HEATED /COOLED SEATS, 4WD",2017,TOYOTA PRADO
NISSAN,ADVAN,N/A,68277,68277,WHITE,,1600,140059,201706.0,MOMBASA,0,,2017,NISSAN ADVAN
LANDROVER,EVOQUE,N/A,04733,04733,BLACK,,2000,142084,201803.0,KISUMU,0,,2018,LANDROVER EVOQUE
SUBARU,LEGACY,N/A,14118,14118,SILVER,,2500,150760,201708.0,NAIROBI,0,,2017,SUBARU LEGACY
MAZDA,AXELA,N/A,00894,00894,BLUE,,2200,97358,201801.0,JAPAN,0,,2018,MAZDA AXELA
MAZDA,AXELA,N/A,01927,01927,PEARL,,1600,51385,201812.0,NAIROBI,0,,2018,MAZDA AXELA
BMW,X7,N/A,45332,45332,BLACK,,3000,37848,201912.0,NAIROBI,0,,2019,BMW X7
BMW,420I,N/A,54851,54851,NAVY BLUE,,2000,74729,201704.0,NAIROBI,0,,2017,BMW 420I
MASSEY FERGUSION,MF-375,N/A,09/24,00924,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,12/24,71224,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,19/24,51924,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,08/24,20824,RED,,75,0,,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MISTUBISHI,OUTLANDER,N/A,05053,05053,SILVER,,2000,97571,201712.0,JAPAN,0,,2017,MISTUBISHI OUTLANDER
TOYOTA,SUCCEED,N/A,03485,03485,WHITE,,1500,138809,201902.0,NAIROBI,0,,2019,TOYOTA SUCCEED
MAZDA,ATENZA,N/A,00754,00754,PEARL,,2200,145779,201707.0,KISUMU,0,,2017,MAZDA ATENZA
TOYOTA,AXIO,N/A,53715,53715,PEARL,,1500,143217,201707.0,NAIROBI,0,,2017,TOYOTA AXIO
TOYOTA,HARRIER,N/A,45727,45727,BLACK,,2000,69322,202107.0,NAIROBI,0,"17 INCH ALLOY RIMS, 5 SEATER, ALLOY RIMS, BODY KIT, CUP HOLDER, DASHBOARD CAMERA, DRIVER'S ARMREST WITH STORAGE, DUAL A/C, ECO MODE, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LEATHER SEATS, PARKING SENSORS & CAMERAS, PUSH  TO START, RADIO, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL",2021,TOYOTA HARRIER
NISSAN,NOTE,N/A,65330,65330,BLACK,,1600,137915,201701.0,NAIROBI,0,"1 ZONE CLIMATE CONTROL, 17 INCH ALLOY RIMS, 5 SPEED MANUAL TRANSMISSION, BODY KIT, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL INFOTAINMENT SYSTEM, FABRIC SEATS, KEYLESS ENTRY / EXIT, MANUAL SEATS CONTROL, POWER SIDE MIRRORS, POWER WINDOW, PUSH  TO START, RADIO, REAR SPOILER, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL",2017,NISSAN NOTE
TOYOTA,PRADO,N/A,79923,79923,PEARL,,2700,94838,201712.0,KISUMU,0,,2017,TOYOTA PRADO
BMW,X5,N/A,70161,70161,PEARL,,3000,117479,201706.0,NAIROBI,0,,2017,BMW X5
TOYOTA,HILUX,N/A,39524,39524,WHITE,,2755,42500,201901.0,MOMBASA,0,"CUP HOLDER, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, MUD GUARD, RADIO, SIDE STEPS, KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, POWER SEATS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, TRACTION CONTROL, 5 SEATER, PUSH  TO START, CRUISE CONTROL, LEATHER SEATS, 4 DOORS, HEATED SEATS, 4WD, DOWNHILL ASSIST CONTROL",2019,TOYOTA HILUX
TOYOTA,HILUX,N/A,22426,22426,GREY,,2755,45211,201801.0,NAIROBI,0,"CUP HOLDER, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, MUD GUARD, RADIO, SIDE STEPS, KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, DAYTIME RUNNING LED, ALLOY RIMS, POWER STEERING, POWER WINDOW, ABS, POWER SEATS, 12V ADAPTOR, PUSH  TO START, 5 SEATER, TRACTION CONTROL, CRUISE CONTROL, LEATHER SEATS, REVERSE CAMERA, 4 DOORS, HEATED SEATS, REVERSE WARNING BUZZER, 4WD, DOWNHILL ASSIST CONTROL",2018,TOYOTA HILUX
NISSAN,ADVAN,N/A,54234,54234,WHITE,,1500,149567,201804.0,NAIROBI,0,,2018,NISSAN ADVAN
TOYOTA,SUCCEED,N/A,08840,08840,WHITE,,1500,167677,201906.0,KISUMU,0,,2019,TOYOTA SUCCEED
SUBARU,LEGACY,N/A,13827,13827,BLACK,,2500,146000,201706.0,KISUMU,0,,2017,SUBARU LEGACY
NISSAN,TIANA,N/A,12723,12723,SILVER,,2500,140127,201706.0,KISUMU,0,,2017,NISSAN TIANA
MISTUBISHI,LANCER,N/A,19775,19775,SILVER,,1500,137297,201803.0,KISUMU,0,,2018,MISTUBISHI LANCER
MISTUBISHI,ROSA,N/A,11339,11339,BLUE,,2990,442400,201701.0,MOMBASA,0,,2017,MISTUBISHI ROSA
MASSEY FERGUSION,MF-375,N/A,04/24,40424,RED,,75,0,202404.0,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,09/24,30924,RED,,75,0,202409.0,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-375,N/A,11/24,31124,RED,,75,0,202411.0,NAIROBI,0,,2024,MASSEY FERGUSION MF-375
MASSEY FERGUSION,MF-385,N/A,01/24,90124,RED,,85,0,202401.0,NAIROBI,0,"POWER STEERING, KEY START, 4WD",2024,MASSEY FERGUSION MF-385
BMW,530i,N/A,86104,86104,BLUE,,2000,102000,201707.0,NAIROBI,0,"12V ADAPTOR, 360 DEGREES CAMERA, 5 DOOR, 5 SEATER, ABS, ABS CONTROL, AC CHARGER ADAPTER, AMBIENT LIGHTING, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, DUAL REAR EXHAUST, RADIO, ELECTRIC HANDBRAKE, EYESIGHT SENSORS, FOG LIGHTS, FRONT AND REAR HEATED SEATS, HALOGEN HEADLIGHTS, HEATED /COOLED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, REAR SEAT ARMREST WITH STORAGE, REVERSE CAMERA, SIDE MIRROR INDICATORS, SPOT LIGHTS, USB PORT, VEHICLE TRIP / JOURNEY HISTORY DISPLAY",2017,BMW 530i
NISSAN,MARCH,N/A,67711,67711,PEARL,,1200,100570,201703.0,KISUMU,0,,2017,NISSAN MARCH
NISSAN,CUBE,N/A,25909,25909,GREEN,,1500,115026,201700.0,NAIROBI,0,,2017,NISSAN CUBE
HONDA,N BOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",42455,42455,GREY,,660,122012,201703.0,NAIROBI,0,,2017,HONDA N BOX
HONDA,CRV,N/A,00852,00852,BLACK,,2000,68244,201811.0,KISUMU,0,,2018,HONDA CRV
NISSAN,ELGRANDE,N/A,06815,06815,WHITE,,3490,153738,201711.0,KISUMU,0,,2017,NISSAN ELGRANDE
TOYOTA,ROOMY,N/A,04513,04513,SILVER,,1000,100834,201701.0,NAIROBI,0,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, ABS CONTROL, AC CHARGER ADAPTER, ACTIVE BRAKING SYSTEM, CUP HOLDER, ELECTRIC REAR SPOILER, EXHAUST BRAKE, EYESIGHT SENSORS, FABRIC SEATS, KEYLESS ENTRY / EXIT, LED HEADLIGHTS, MANUAL SEATS CONTROL, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, OPTIONAL GEAR SHIFT PADDLES SETTINGS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, PUSH  TO START, RADIO, REAR POWER SLIDING DOOR (DRIVER SIDE), REVERSE CAMERA, USB PORT",2017,TOYOTA ROOMY
DAIHATSU,WAKE,N/A,91480,91480,PEARL,,660,116161,201704.0,NAIROBI,0,,2017,DAIHATSU WAKE
NISSAN,CUBE,N/A,31029,31029,GREY,,1500,109715,201712.0,NAIROBI,0,,2017,NISSAN CUBE
TOYOTA,86,N/A,76796,76796,SILVER,,2000,114388,201708.0,KISUMU,0,,2017,TOYOTA 86
MERCEDEZ BENZ,E200,N/A,19851,19851,SILVER,,1990,79377,201709.0,,0,,2017,MERCEDEZ BENZ E200
